epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
44,12615.2,0.64698,0.29128,0.00586,0.65915,0.60073,0.63419,0.56665,0.56201,1.68184,0.00995,0.0188948,0.00629826,0.0188948,0.00629826,0.0188948,0.00629826,0.0188948,0.00629826
45,12896.3,0.65085,0.29176,0.00591,0.61822,0.66137,0.63569,0.57467,0.55522,1.64268,0.00978,0.0186365,0.00621217,0.0186365,0.00621217,0.0186365,0.00621217,0.0186365,0.00621217
46,13175.6,0.63663,0.29333,0.0058,0.63654,0.64998,0.64324,0.57586,0.55239,1.65521,0.00979,0.0183783,0.00612609,0.0183783,0.00612609,0.0183783,0.00612609,0.0183783,0.00612609
47,13471.2,0.6421,0.29518,0.0059,0.65449,0.61083,0.66395,0.59327,0.566,1.65417,0.01013,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
48,13755.8,0.64405,0.29179,0.00585,0.63294,0.62824,0.65954,0.59553,0.55783,1.63256,0.0098,0.0178617,0.00595391,0.0178617,0.00595391,0.0178617,0.00595391,0.0178617,0.00595391
49,14036.9,0.63801,0.29023,0.00584,0.65113,0.66042,0.66148,0.59625,0.54306,1.61466,0.00953,0.0176035,0.00586783,0.0176035,0.00586783,0.0176035,0.00586783,0.0176035,0.00586783
50,14316.9,0.63698,0.28675,0.00576,0.6517,0.63898,0.64535,0.57752,0.53476,1.60754,0.00936,0.0173452,0.00578174,0.0173452,0.00578174,0.0173452,0.00578174,0.0173452,0.00578174
51,14596.2,0.62713,0.28338,0.00573,0.63836,0.6313,0.65312,0.58891,0.53192,1.61077,0.00918,0.017087,0.00569565,0.017087,0.00569565,0.017087,0.00569565,0.017087,0.00569565
52,14874,0.63041,0.28178,0.00568,0.64334,0.63637,0.66093,0.59878,0.53419,1.544,0.00918,0.0168287,0.00560957,0.0168287,0.00560957,0.0168287,0.00560957,0.0168287,0.00560957
53,15155.4,0.6294,0.28028,0.00575,0.66555,0.62577,0.66467,0.60331,0.54223,1.60538,0.00939,0.0165704,0.00552348,0.0165704,0.00552348,0.0165704,0.00552348,0.0165704,0.00552348
54,15439.1,0.62288,0.27877,0.00563,0.64884,0.63452,0.65247,0.58861,0.54378,1.65376,0.00948,0.0163122,0.00543739,0.0163122,0.00543739,0.0163122,0.00543739,0.0163122,0.00543739
55,15717.3,0.62377,0.27849,0.00563,0.65175,0.63346,0.66337,0.59761,0.54603,1.62578,0.00957,0.0160539,0.0053513,0.0160539,0.0053513,0.0160539,0.0053513,0.0160539,0.0053513
56,15995.9,0.62246,0.27725,0.00563,0.68171,0.60645,0.66103,0.59564,0.54172,1.60482,0.00937,0.0157957,0.00526522,0.0157957,0.00526522,0.0157957,0.00526522,0.0157957,0.00526522
57,16275.4,0.62157,0.27445,0.00559,0.65306,0.61877,0.65327,0.59149,0.53067,1.69331,0.00912,0.0155374,0.00517913,0.0155374,0.00517913,0.0155374,0.00517913,0.0155374,0.00517913
58,16554.9,0.61586,0.27124,0.00559,0.65591,0.63959,0.65512,0.59188,0.53764,1.69065,0.00936,0.0152791,0.00509304,0.0152791,0.00509304,0.0152791,0.00509304,0.0152791,0.00509304
59,16833,0.61008,0.26975,0.00553,0.64292,0.63,0.6547,0.59063,0.52969,1.70842,0.00911,0.0150209,0.00500696,0.0150209,0.00500696,0.0150209,0.00500696,0.0150209,0.00500696
60,17112,0.60746,0.26803,0.00545,0.64052,0.61083,0.64713,0.58018,0.53286,1.73408,0.00917,0.0147626,0.00492087,0.0147626,0.00492087,0.0147626,0.00492087,0.0147626,0.00492087
61,17391.5,0.61277,0.26901,0.00546,0.66943,0.61205,0.65202,0.58549,0.5316,1.74432,0.00929,0.0145043,0.00483478,0.0145043,0.00483478,0.0145043,0.00483478,0.0145043,0.00483478
62,17671.8,0.60431,0.27002,0.00551,0.65198,0.6328,0.65939,0.59778,0.52144,1.71107,0.00891,0.0142461,0.0047487,0.0142461,0.0047487,0.0142461,0.0047487,0.0142461,0.0047487
63,17951.2,0.6042,0.26535,0.00541,0.65728,0.62403,0.64619,0.58475,0.52722,1.75038,0.00911,0.0139878,0.00466261,0.0139878,0.00466261,0.0139878,0.00466261,0.0139878,0.00466261
64,18230.1,0.60174,0.26735,0.00536,0.64999,0.61442,0.64717,0.58396,0.52295,1.77824,0.00905,0.0137296,0.00457652,0.0137296,0.00457652,0.0137296,0.00457652,0.0137296,0.00457652
65,18509,0.59366,0.25834,0.00533,0.60961,0.63621,0.63971,0.57585,0.52904,1.79722,0.00921,0.0134713,0.00449043,0.0134713,0.00449043,0.0134713,0.00449043,0.0134713,0.00449043
66,18787.7,0.59403,0.26203,0.00534,0.6738,0.59449,0.63925,0.58109,0.52213,1.83658,0.00896,0.013213,0.00440435,0.013213,0.00440435,0.013213,0.00440435,0.013213,0.00440435
67,19067.7,0.59034,0.25192,0.0053,0.65762,0.58996,0.6372,0.57768,0.52763,1.83721,0.00911,0.0129548,0.00431826,0.0129548,0.00431826,0.0129548,0.00431826,0.0129548,0.00431826
68,19346.2,0.58954,0.2563,0.00529,0.62588,0.62068,0.63836,0.57702,0.52524,1.81681,0.00905,0.0126965,0.00423217,0.0126965,0.00423217,0.0126965,0.00423217,0.0126965,0.00423217
69,19625.6,0.58934,0.26041,0.00528,0.6148,0.64349,0.64513,0.5836,0.52536,1.77536,0.00906,0.0124383,0.00414609,0.0124383,0.00414609,0.0124383,0.00414609,0.0124383,0.00414609
70,19904.7,0.58309,0.24969,0.00517,0.63549,0.61984,0.65207,0.59271,0.52308,1.77612,0.00895,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
71,20184.1,0.58411,0.25164,0.00521,0.62008,0.642,0.6538,0.59083,0.52434,1.79255,0.00899,0.0119217,0.00397391,0.0119217,0.00397391,0.0119217,0.00397391,0.0119217,0.00397391
72,20463,0.58463,0.25421,0.00524,0.60953,0.64454,0.64719,0.58408,0.52499,1.8224,0.00907,0.0116635,0.00388783,0.0116635,0.00388783,0.0116635,0.00388783,0.0116635,0.00388783
73,20740.7,0.57892,0.25155,0.00519,0.62045,0.63574,0.64775,0.58471,0.52736,1.8306,0.00917,0.0114052,0.00380174,0.0114052,0.00380174,0.0114052,0.00380174,0.0114052,0.00380174
74,21019.1,0.57271,0.24328,0.0051,0.63029,0.63671,0.65023,0.58899,0.52611,1.82548,0.0091,0.011147,0.00371565,0.011147,0.00371565,0.011147,0.00371565,0.011147,0.00371565
75,21298.4,0.56788,0.24217,0.00506,0.63101,0.63376,0.64794,0.58662,0.52745,1.82411,0.00917,0.0108887,0.00362957,0.0108887,0.00362957,0.0108887,0.00362957,0.0108887,0.00362957
76,21577.4,0.56958,0.24039,0.00504,0.65829,0.61848,0.65169,0.58961,0.52611,1.81583,0.0091,0.0106304,0.00354348,0.0106304,0.00354348,0.0106304,0.00354348,0.0106304,0.00354348
77,21856.8,0.56714,0.24628,0.00503,0.64566,0.62416,0.64984,0.58857,0.5223,1.82346,0.00895,0.0103722,0.00345739,0.0103722,0.00345739,0.0103722,0.00345739,0.0103722,0.00345739
78,22135.1,0.56471,0.24226,0.00503,0.65192,0.62587,0.65627,0.59445,0.51984,1.80217,0.0089,0.0101139,0.0033713,0.0101139,0.0033713,0.0101139,0.0033713,0.0101139,0.0033713
79,22412.2,0.56308,0.23891,0.00496,0.63283,0.6357,0.65266,0.59209,0.51974,1.79768,0.0089,0.00985565,0.00328522,0.00985565,0.00328522,0.00985565,0.00328522,0.00985565,0.00328522
80,22688.7,0.55296,0.23881,0.00493,0.65486,0.61897,0.65448,0.59497,0.51751,1.80606,0.00879,0.00959739,0.00319913,0.00959739,0.00319913,0.00959739,0.00319913,0.00959739,0.00319913
81,22966.3,0.55398,0.23513,0.00483,0.62104,0.6477,0.6524,0.59277,0.51758,1.8026,0.0088,0.00933913,0.00311304,0.00933913,0.00311304,0.00933913,0.00311304,0.00933913,0.00311304
82,23244.1,0.55545,0.23487,0.00492,0.63838,0.63922,0.6557,0.59467,0.51835,1.79623,0.00882,0.00908087,0.00302696,0.00908087,0.00302696,0.00908087,0.00302696,0.00908087,0.00302696
83,23522.3,0.55042,0.23305,0.00488,0.6468,0.63796,0.65792,0.5966,0.51762,1.79458,0.00879,0.00882261,0.00294087,0.00882261,0.00294087,0.00882261,0.00294087,0.00882261,0.00294087
84,23799.7,0.54953,0.23528,0.00487,0.64302,0.64162,0.65565,0.59504,0.51627,1.79021,0.00877,0.00856435,0.00285478,0.00856435,0.00285478,0.00856435,0.00285478,0.00856435,0.00285478
85,24078.5,0.54709,0.23168,0.00486,0.6429,0.64087,0.65661,0.59685,0.51453,1.77511,0.00873,0.00830609,0.0027687,0.00830609,0.0027687,0.00830609,0.0027687,0.00830609,0.0027687
86,24356.7,0.54481,0.23188,0.00481,0.63342,0.6409,0.65926,0.60034,0.51493,1.77211,0.00877,0.00804783,0.00268261,0.00804783,0.00268261,0.00804783,0.00268261,0.00804783,0.00268261
87,24636.2,0.5382,0.2278,0.00471,0.64884,0.62806,0.65857,0.60034,0.51548,1.76258,0.00881,0.00778957,0.00259652,0.00778957,0.00259652,0.00778957,0.00259652,0.00778957,0.00259652
88,24914.9,0.53419,0.22551,0.0047,0.66309,0.62157,0.66036,0.602,0.51684,1.76447,0.00886,0.0075313,0.00251043,0.0075313,0.00251043,0.0075313,0.00251043,0.0075313,0.00251043
89,25194.6,0.53568,0.22423,0.00468,0.64592,0.63101,0.6563,0.59811,0.51662,1.76576,0.00885,0.00727304,0.00242435,0.00727304,0.00242435,0.00727304,0.00242435,0.00727304,0.00242435
90,25473.6,0.52865,0.22411,0.00468,0.66127,0.61947,0.65912,0.60139,0.51626,1.75448,0.00884,0.00701478,0.00233826,0.00701478,0.00233826,0.00701478,0.00233826,0.00701478,0.00233826
91,25752.3,0.53096,0.22065,0.00468,0.64974,0.62419,0.65859,0.60027,0.51708,1.74216,0.00886,0.00675652,0.00225217,0.00675652,0.00225217,0.00675652,0.00225217,0.00675652,0.00225217
92,26031.5,0.53048,0.22369,0.00465,0.63071,0.64492,0.65587,0.59795,0.51674,1.74012,0.00882,0.00649826,0.00216609,0.00649826,0.00216609,0.00649826,0.00216609,0.00649826,0.00216609
93,26310.6,0.52504,0.21787,0.00459,0.62465,0.65002,0.65192,0.59536,0.51587,1.7511,0.00877,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
94,26589.7,0.51994,0.21781,0.00456,0.62896,0.64812,0.65213,0.59492,0.51678,1.7539,0.0088,0.00598174,0.00199391,0.00598174,0.00199391,0.00598174,0.00199391,0.00598174,0.00199391
95,26868.5,0.52015,0.21684,0.00461,0.64094,0.64883,0.65694,0.59948,0.51653,1.75178,0.00879,0.00572348,0.00190783,0.00572348,0.00190783,0.00572348,0.00190783,0.00572348,0.00190783
96,27147.3,0.5177,0.21552,0.00457,0.64268,0.64422,0.65661,0.59893,0.51564,1.76036,0.00877,0.00546522,0.00182174,0.00546522,0.00182174,0.00546522,0.00182174,0.00546522,0.00182174
97,27426.3,0.51398,0.21563,0.00455,0.64904,0.64111,0.65606,0.59902,0.51559,1.75499,0.00875,0.00520696,0.00173565,0.00520696,0.00173565,0.00520696,0.00173565,0.00520696,0.00173565
98,27704.5,0.51104,0.21157,0.00447,0.64428,0.64389,0.6564,0.59915,0.51548,1.75402,0.00873,0.0049487,0.00164957,0.0049487,0.00164957,0.0049487,0.00164957,0.0049487,0.00164957
99,27984.3,0.50598,0.21138,0.00444,0.64533,0.64111,0.65549,0.59839,0.51551,1.75431,0.00873,0.00469043,0.00156348,0.00469043,0.00156348,0.00469043,0.00156348,0.00469043,0.00156348
100,28264.2,0.51122,0.21007,0.00445,0.65314,0.63763,0.65736,0.60067,0.51466,1.7499,0.00871,0.00443217,0.00147739,0.00443217,0.00147739,0.00443217,0.00147739,0.00443217,0.00147739
101,28540.7,0.50731,0.2146,0.00448,0.63999,0.64803,0.65855,0.60196,0.51414,1.75218,0.00869,0.00417391,0.0013913,0.00417391,0.0013913,0.00417391,0.0013913,0.00417391,0.0013913
102,28818.4,0.50137,0.20715,0.00437,0.62295,0.65495,0.65528,0.59843,0.51396,1.75496,0.0087,0.00391565,0.00130522,0.00391565,0.00130522,0.00391565,0.00130522,0.00391565,0.00130522
103,29094.9,0.50139,0.20566,0.00438,0.63742,0.64124,0.65644,0.59931,0.51364,1.7499,0.00869,0.00365739,0.00121913,0.00365739,0.00121913,0.00365739,0.00121913,0.00365739,0.00121913
104,29372.9,0.50195,0.20639,0.00442,0.63256,0.64567,0.65629,0.59867,0.51312,1.75089,0.00868,0.00339913,0.00113304,0.00339913,0.00113304,0.00339913,0.00113304,0.00339913,0.00113304
105,29650.7,0.49592,0.20571,0.00433,0.63711,0.64078,0.65725,0.60009,0.51268,1.7526,0.00867,0.00314087,0.00104696,0.00314087,0.00104696,0.00314087,0.00104696,0.00314087,0.00104696
106,29978.8,0.49596,0.16222,0.00549,0.63851,0.64116,0.65683,0.59959,0.51367,1.75491,0.00872,0.00288261,0.00096087,0.00288261,0.00096087,0.00288261,0.00096087,0.00288261,0.00096087
107,30260.8,0.48891,0.15867,0.00529,0.64038,0.63851,0.65688,0.59975,0.51323,1.75447,0.00872,0.00262435,0.000874783,0.00262435,0.000874783,0.00262435,0.000874783,0.00262435,0.000874783
108,30535.2,0.47565,0.15506,0.00514,0.6432,0.63556,0.65435,0.59732,0.51315,1.758,0.00871,0.00236609,0.000788696,0.00236609,0.000788696,0.00236609,0.000788696,0.00236609,0.000788696
109,30809.2,0.46926,0.15229,0.00506,0.64363,0.63518,0.65494,0.59821,0.51309,1.75973,0.00871,0.00210783,0.000702609,0.00210783,0.000702609,0.00210783,0.000702609,0.00210783,0.000702609
110,31083.5,0.4632,0.14825,0.00495,0.6167,0.65719,0.65533,0.59813,0.51301,1.76452,0.0087,0.00184957,0.000616522,0.00184957,0.000616522,0.00184957,0.000616522,0.00184957,0.000616522
111,31356.6,0.4586,0.14694,0.00491,0.60623,0.66626,0.65477,0.59728,0.51348,1.76803,0.00872,0.0015913,0.000530435,0.0015913,0.000530435,0.0015913,0.000530435,0.0015913,0.000530435
112,31631.2,0.45338,0.145,0.00487,0.61278,0.66057,0.65174,0.59525,0.5137,1.7684,0.00873,0.00133304,0.000444348,0.00133304,0.000444348,0.00133304,0.000444348,0.00133304,0.000444348
113,31905.9,0.45188,0.14331,0.00482,0.61372,0.66273,0.65202,0.59553,0.5136,1.77157,0.00871,0.00107478,0.000358261,0.00107478,0.000358261,0.00107478,0.000358261,0.00107478,0.000358261
114,32179.3,0.45086,0.14357,0.00479,0.61127,0.6613,0.65182,0.59526,0.5136,1.77524,0.0087,0.000816522,0.000272174,0.000816522,0.000272174,0.000816522,0.000272174,0.000816522,0.000272174
115,32453,0.45101,0.14143,0.00481,0.61876,0.65641,0.65223,0.59574,0.51317,1.78011,0.00868,0.000558261,0.000186087,0.000558261,0.000186087,0.000558261,0.000186087,0.000558261,0.000186087
