epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
12,4700.73,0.80928,0.42474,0.00761,0.57416,0.57519,0.58389,0.4954,0.61849,1.57695,0.01254,0.026632,0.00887732,0.026632,0.00887732,0.026632,0.00887732,0.026632,0.00887732
13,5075.57,0.79802,0.40848,0.00747,0.62811,0.57294,0.6151,0.5149,0.68439,1.5409,0.01374,0.0263258,0.00877526,0.0263258,0.00877526,0.0263258,0.00877526,0.0263258,0.00877526
14,5449.52,0.79054,0.39538,0.00733,0.63381,0.60339,0.65356,0.54504,0.70582,1.61941,0.0138,0.0260196,0.0086732,0.0260196,0.0086732,0.0260196,0.0086732,0.0260196,0.0086732
15,5826.72,0.78909,0.39885,0.00727,0.63576,0.63388,0.65343,0.5275,0.709,1.36667,0.01541,0.0257134,0.00857113,0.0257134,0.00857113,0.0257134,0.00857113,0.0257134,0.00857113
16,6200.72,0.78732,0.39013,0.0073,0.61456,0.61283,0.64952,0.54673,0.65576,1.26833,0.0129,0.0254072,0.00846907,0.0254072,0.00846907,0.0254072,0.00846907,0.0254072,0.00846907
17,6575.67,0.77994,0.3876,0.00723,0.60183,0.57472,0.55103,0.47509,0.61722,1.50252,0.01183,0.025101,0.00836701,0.025101,0.00836701,0.025101,0.00836701,0.025101,0.00836701
18,6949.37,0.77486,0.3806,0.00716,0.60841,0.60873,0.6327,0.54768,0.64448,1.53223,0.01192,0.0247948,0.00826495,0.0247948,0.00826495,0.0247948,0.00826495,0.0247948,0.00826495
19,7324.13,0.76792,0.37681,0.00709,0.60367,0.61425,0.62336,0.54229,0.60506,1.50057,0.01182,0.0244887,0.00816289,0.0244887,0.00816289,0.0244887,0.00816289,0.0244887,0.00816289
20,7699.31,0.76343,0.37862,0.00711,0.62121,0.60274,0.62297,0.54016,0.62539,1.60409,0.0115,0.0241825,0.00806082,0.0241825,0.00806082,0.0241825,0.00806082,0.0241825,0.00806082
21,8074.65,0.76239,0.3723,0.00706,0.60624,0.61454,0.63204,0.54814,0.62721,1.45076,0.01169,0.0238763,0.00795876,0.0238763,0.00795876,0.0238763,0.00795876,0.0238763,0.00795876
22,8447.69,0.75237,0.36001,0.00697,0.59131,0.60897,0.61188,0.54029,0.59055,1.59494,0.01128,0.0235701,0.0078567,0.0235701,0.0078567,0.0235701,0.0078567,0.0235701,0.0078567
23,8823.29,0.75389,0.36194,0.00695,0.64491,0.57336,0.62454,0.54714,0.63255,1.50807,0.01213,0.0232639,0.00775464,0.0232639,0.00775464,0.0232639,0.00775464,0.0232639,0.00775464
24,9201.88,0.74601,0.35916,0.00686,0.57795,0.63764,0.61743,0.52008,0.67939,1.58117,0.01434,0.0229577,0.00765258,0.0229577,0.00765258,0.0229577,0.00765258,0.0229577,0.00765258
25,9578.15,0.74966,0.35793,0.00687,0.64255,0.63998,0.65135,0.56379,0.64313,1.31045,0.01226,0.0226515,0.00755052,0.0226515,0.00755052,0.0226515,0.00755052,0.0226515,0.00755052
26,9953.01,0.74533,0.35377,0.00679,0.66592,0.65765,0.69166,0.59822,0.61283,1.24632,0.01165,0.0223454,0.00744845,0.0223454,0.00744845,0.0223454,0.00744845,0.0223454,0.00744845
27,10327.3,0.73976,0.3524,0.00678,0.65958,0.59372,0.65998,0.57616,0.6163,1.42388,0.01091,0.0220392,0.00734639,0.0220392,0.00734639,0.0220392,0.00734639,0.0220392,0.00734639
28,10704.9,0.74192,0.35057,0.00672,0.64762,0.66447,0.69542,0.61327,0.59422,1.24502,0.01101,0.021733,0.00724433,0.021733,0.00724433,0.021733,0.00724433,0.021733,0.00724433
29,11086.8,0.72939,0.34064,0.00659,0.63135,0.64056,0.67161,0.58661,0.59237,1.35966,0.01098,0.0214268,0.00714227,0.0214268,0.00714227,0.0214268,0.00714227,0.0214268,0.00714227
30,11464,0.72656,0.33863,0.00663,0.64836,0.57304,0.64169,0.56005,0.61757,1.40521,0.01189,0.0211206,0.00704021,0.0211206,0.00704021,0.0211206,0.00704021,0.0211206,0.00704021
31,11843.1,0.72922,0.34062,0.00671,0.6562,0.62473,0.6796,0.6007,0.6071,1.35064,0.01138,0.0208144,0.00693814,0.0208144,0.00693814,0.0208144,0.00693814,0.0208144,0.00693814
32,12226.2,0.72005,0.33745,0.00658,0.64589,0.6141,0.66036,0.58417,0.59805,1.51516,0.01129,0.0205082,0.00683608,0.0205082,0.00683608,0.0205082,0.00683608,0.0205082,0.00683608
33,12602.4,0.71792,0.33658,0.00654,0.64727,0.63647,0.6694,0.59064,0.57973,1.30787,0.01046,0.0202021,0.00673402,0.0202021,0.00673402,0.0202021,0.00673402,0.0202021,0.00673402
34,12977,0.71949,0.32979,0.00652,0.6356,0.66053,0.67063,0.59092,0.60297,1.49155,0.0111,0.0198959,0.00663196,0.0198959,0.00663196,0.0198959,0.00663196,0.0198959,0.00663196
35,13351.4,0.70853,0.32606,0.00642,0.67947,0.60728,0.66645,0.58251,0.61885,1.46215,0.01115,0.0195897,0.0065299,0.0195897,0.0065299,0.0195897,0.0065299,0.0195897,0.0065299
36,13725.4,0.7071,0.32353,0.00638,0.66759,0.62325,0.6733,0.59474,0.59629,1.36585,0.01065,0.0192835,0.00642784,0.0192835,0.00642784,0.0192835,0.00642784,0.0192835,0.00642784
37,14101.5,0.70547,0.31898,0.00639,0.63785,0.61109,0.66747,0.59134,0.5949,1.44946,0.01066,0.0189773,0.00632577,0.0189773,0.00632577,0.0189773,0.00632577,0.0189773,0.00632577
38,14474.9,0.70021,0.31572,0.00636,0.69272,0.59201,0.66749,0.5966,0.57347,1.42475,0.01022,0.0186711,0.00622371,0.0186711,0.00622371,0.0186711,0.00622371,0.0186711,0.00622371
39,14849.7,0.69918,0.31562,0.00624,0.64736,0.62373,0.65795,0.58313,0.57687,1.4064,0.01061,0.0183649,0.00612165,0.0183649,0.00612165,0.0183649,0.00612165,0.0183649,0.00612165
40,15223.8,0.69533,0.31227,0.00627,0.63925,0.6391,0.66956,0.59659,0.56084,1.3937,0.01003,0.0180588,0.00601959,0.0180588,0.00601959,0.0180588,0.00601959,0.0180588,0.00601959
41,15599.3,0.69288,0.31466,0.00623,0.69042,0.60181,0.68246,0.61041,0.57031,1.4433,0.00999,0.0177526,0.00591753,0.0177526,0.00591753,0.0177526,0.00591753,0.0177526,0.00591753
42,15973.9,0.68968,0.30796,0.00616,0.66712,0.63027,0.66796,0.59619,0.56237,1.52147,0.00976,0.0174464,0.00581546,0.0174464,0.00581546,0.0174464,0.00581546,0.0174464,0.00581546
43,16347.8,0.68078,0.30283,0.00612,0.6494,0.63011,0.67933,0.60906,0.55016,1.47433,0.00989,0.0171402,0.0057134,0.0171402,0.0057134,0.0171402,0.0057134,0.0171402,0.0057134
44,16721.5,0.67965,0.30469,0.00607,0.63613,0.60009,0.64534,0.57538,0.56557,1.58821,0.01,0.016834,0.00561134,0.016834,0.00561134,0.016834,0.00561134,0.016834,0.00561134
45,17096.5,0.68009,0.30004,0.00608,0.63853,0.64679,0.67188,0.60451,0.54924,1.52327,0.00944,0.0165278,0.00550928,0.0165278,0.00550928,0.0165278,0.00550928,0.0165278,0.00550928
46,17471.6,0.67546,0.29193,0.00608,0.65428,0.62938,0.65203,0.5861,0.54239,1.6091,0.00929,0.0162216,0.00540722,0.0162216,0.00540722,0.0162216,0.00540722,0.0162216,0.00540722
47,17847.6,0.67265,0.29829,0.00599,0.65642,0.63721,0.66976,0.60426,0.5404,1.54721,0.00912,0.0159155,0.00530515,0.0159155,0.00530515,0.0159155,0.00530515,0.0159155,0.00530515
48,18223.5,0.6728,0.29591,0.00597,0.60452,0.69067,0.69184,0.62038,0.55603,1.4078,0.00934,0.0156093,0.00520309,0.0156093,0.00520309,0.0156093,0.00520309,0.0156093,0.00520309
49,18598.6,0.66345,0.29254,0.00591,0.64725,0.64803,0.67926,0.611,0.54842,1.45406,0.00958,0.0153031,0.00510103,0.0153031,0.00510103,0.0153031,0.00510103,0.0153031,0.00510103
50,18974.8,0.6629,0.28707,0.00593,0.6688,0.63858,0.68091,0.61241,0.5568,1.51604,0.00961,0.0149969,0.00499897,0.0149969,0.00499897,0.0149969,0.00499897,0.0149969,0.00499897
51,19350.1,0.6549,0.28786,0.0059,0.6844,0.62208,0.69117,0.6232,0.54341,1.44995,0.00924,0.0146907,0.00489691,0.0146907,0.00489691,0.0146907,0.00489691,0.0146907,0.00489691
52,19724.7,0.65593,0.28719,0.00586,0.67364,0.63592,0.67978,0.61252,0.54014,1.46884,0.00931,0.0143845,0.00479485,0.0143845,0.00479485,0.0143845,0.00479485,0.0143845,0.00479485
53,20100.2,0.6543,0.28295,0.00579,0.66501,0.6447,0.66836,0.60361,0.53878,1.52374,0.00918,0.0140784,0.00469278,0.0140784,0.00469278,0.0140784,0.00469278,0.0140784,0.00469278
54,20475,0.64825,0.28005,0.0057,0.65978,0.63661,0.66355,0.59577,0.54175,1.52534,0.00925,0.0137722,0.00459072,0.0137722,0.00459072,0.0137722,0.00459072,0.0137722,0.00459072
55,20849.9,0.64459,0.28187,0.00574,0.63397,0.64988,0.6663,0.59683,0.54241,1.51834,0.00938,0.013466,0.00448866,0.013466,0.00448866,0.013466,0.00448866,0.013466,0.00448866
56,21225,0.64592,0.2785,0.00577,0.66132,0.65457,0.68104,0.6074,0.54186,1.41799,0.00927,0.0131598,0.0043866,0.0131598,0.0043866,0.0131598,0.0043866,0.0131598,0.0043866
57,21600.2,0.63688,0.27746,0.00565,0.65585,0.64737,0.67796,0.60458,0.54023,1.44375,0.00925,0.0128536,0.00428454,0.0128536,0.00428454,0.0128536,0.00428454,0.0128536,0.00428454
58,21976.3,0.63632,0.2735,0.00562,0.66373,0.63902,0.67835,0.61168,0.53823,1.51064,0.00935,0.0125474,0.00418247,0.0125474,0.00418247,0.0125474,0.00418247,0.0125474,0.00418247
59,22352.3,0.63823,0.27361,0.00559,0.68262,0.63301,0.68222,0.61796,0.52859,1.54788,0.00913,0.0122412,0.00408041,0.0122412,0.00408041,0.0122412,0.00408041,0.0122412,0.00408041
60,22727.8,0.63121,0.26964,0.00553,0.67936,0.64419,0.68372,0.61873,0.53009,1.54928,0.00907,0.0119351,0.00397835,0.0119351,0.00397835,0.0119351,0.00397835,0.0119351,0.00397835
61,23104.1,0.62457,0.26562,0.00554,0.70017,0.64005,0.6973,0.62958,0.52267,1.4885,0.00881,0.0116289,0.00387629,0.0116289,0.00387629,0.0116289,0.00387629,0.0116289,0.00387629
62,23482,0.62339,0.27069,0.00548,0.70227,0.62935,0.68821,0.61824,0.52743,1.51196,0.00902,0.0113227,0.00377423,0.0113227,0.00377423,0.0113227,0.00377423,0.0113227,0.00377423
63,23856.2,0.61421,0.26481,0.00541,0.64789,0.66993,0.68784,0.61913,0.53285,1.50003,0.00919,0.0110165,0.00367216,0.0110165,0.00367216,0.0110165,0.00367216,0.0110165,0.00367216
64,24231.6,0.60899,0.26313,0.00536,0.6797,0.6476,0.69122,0.61968,0.53981,1.44133,0.0094,0.0107103,0.0035701,0.0107103,0.0035701,0.0107103,0.0035701,0.0107103,0.0035701
65,24605.9,0.61304,0.26285,0.00535,0.68432,0.64647,0.68819,0.61935,0.542,1.42625,0.00946,0.0104041,0.00346804,0.0104041,0.00346804,0.0104041,0.00346804,0.0104041,0.00346804
66,24981,0.60633,0.26179,0.00534,0.66958,0.64821,0.687,0.61655,0.54281,1.46046,0.00938,0.0100979,0.00336598,0.0100979,0.00336598,0.0100979,0.00336598,0.0100979,0.00336598
67,25356.3,0.60223,0.25963,0.00522,0.65291,0.66814,0.69339,0.6245,0.54144,1.50169,0.00925,0.00979175,0.00326392,0.00979175,0.00326392,0.00979175,0.00326392,0.00979175,0.00326392
68,25732.4,0.60378,0.2592,0.00532,0.70303,0.63393,0.6968,0.62514,0.54047,1.48729,0.00911,0.00948557,0.00316186,0.00948557,0.00316186,0.00948557,0.00316186,0.00948557,0.00316186
69,26108.1,0.59605,0.25436,0.00522,0.68625,0.64293,0.69765,0.62632,0.5394,1.50675,0.00907,0.00917938,0.00305979,0.00917938,0.00305979,0.00917938,0.00305979,0.00917938,0.00305979
70,26482.3,0.59156,0.24966,0.0052,0.67366,0.65704,0.70017,0.62872,0.53511,1.49316,0.00896,0.0088732,0.00295773,0.0088732,0.00295773,0.0088732,0.00295773,0.0088732,0.00295773
71,26857.7,0.58853,0.25021,0.00517,0.68613,0.65585,0.70094,0.63111,0.53436,1.47526,0.00906,0.00856701,0.00285567,0.00856701,0.00285567,0.00856701,0.00285567,0.00856701,0.00285567
72,27232,0.58935,0.25205,0.00516,0.66735,0.66516,0.70336,0.63417,0.53093,1.49813,0.009,0.00826082,0.00275361,0.00826082,0.00275361,0.00826082,0.00275361,0.00826082,0.00275361
73,27607.6,0.58075,0.24698,0.00508,0.64627,0.6805,0.69806,0.62869,0.52887,1.51801,0.00892,0.00795464,0.00265155,0.00795464,0.00265155,0.00795464,0.00265155,0.00795464,0.00265155
74,27983.9,0.58042,0.24325,0.00506,0.66121,0.66095,0.69317,0.62461,0.52931,1.51099,0.00895,0.00764845,0.00254948,0.00764845,0.00254948,0.00764845,0.00254948,0.00764845,0.00254948
75,28360.2,0.57799,0.24383,0.00505,0.67696,0.6541,0.69774,0.6303,0.52904,1.51511,0.00899,0.00734227,0.00244742,0.00734227,0.00244742,0.00734227,0.00244742,0.00734227,0.00244742
76,28736.3,0.57516,0.24128,0.00496,0.69983,0.64381,0.70126,0.6339,0.52657,1.5128,0.00888,0.00703608,0.00234536,0.00703608,0.00234536,0.00703608,0.00234536,0.00703608,0.00234536
77,29111.3,0.56885,0.23967,0.00499,0.6689,0.67284,0.70092,0.63418,0.52322,1.52989,0.00879,0.0067299,0.0022433,0.0067299,0.0022433,0.0067299,0.0022433,0.0067299,0.0022433
78,29487,0.56622,0.23685,0.00494,0.69935,0.64636,0.69907,0.63131,0.52301,1.53129,0.00878,0.00642371,0.00214124,0.00642371,0.00214124,0.00642371,0.00214124,0.00642371,0.00214124
79,29864,0.56604,0.23579,0.00491,0.67028,0.67449,0.70672,0.63909,0.52145,1.52632,0.00866,0.00611753,0.00203918,0.00611753,0.00203918,0.00611753,0.00203918,0.00611753,0.00203918
80,30239.8,0.56106,0.23433,0.00488,0.65862,0.6807,0.70405,0.63553,0.52263,1.53285,0.00874,0.00581134,0.00193711,0.00581134,0.00193711,0.00581134,0.00193711,0.00581134,0.00193711
81,30615.9,0.55835,0.23632,0.0048,0.69089,0.65251,0.70267,0.63569,0.52319,1.53472,0.00876,0.00550515,0.00183505,0.00550515,0.00183505,0.00550515,0.00183505,0.00550515,0.00183505
82,30991.4,0.55901,0.23353,0.0048,0.68297,0.66156,0.70456,0.63647,0.52273,1.53233,0.00874,0.00519897,0.00173299,0.00519897,0.00173299,0.00519897,0.00173299,0.00519897,0.00173299
83,31366,0.55417,0.22993,0.00479,0.69198,0.65867,0.70497,0.63808,0.52301,1.53934,0.00874,0.00489278,0.00163093,0.00489278,0.00163093,0.00489278,0.00163093,0.00489278,0.00163093
84,31741,0.55195,0.22902,0.00477,0.68836,0.65443,0.69913,0.63306,0.52338,1.53738,0.00878,0.0045866,0.00152887,0.0045866,0.00152887,0.0045866,0.00152887,0.0045866,0.00152887
85,32115.4,0.54216,0.22627,0.0047,0.69611,0.65316,0.70077,0.63421,0.52494,1.54741,0.00885,0.00428041,0.0014268,0.00428041,0.0014268,0.00428041,0.0014268,0.00428041,0.0014268
86,32491.2,0.54269,0.22397,0.00467,0.69408,0.64659,0.69918,0.6339,0.52493,1.55253,0.00884,0.00397423,0.00132474,0.00397423,0.00132474,0.00397423,0.00132474,0.00397423,0.00132474
87,32866.5,0.53818,0.22401,0.00467,0.6783,0.65769,0.69662,0.63063,0.5253,1.55639,0.00884,0.00366804,0.00122268,0.00366804,0.00122268,0.00366804,0.00122268,0.00366804,0.00122268
88,33216.4,0.53992,0.17662,0.00578,0.67433,0.66258,0.69514,0.62907,0.52545,1.56995,0.00885,0.00336186,0.00112062,0.00336186,0.00112062,0.00336186,0.00112062,0.00336186,0.00112062
89,33568.6,0.52419,0.16741,0.00556,0.67704,0.6538,0.69299,0.62777,0.52532,1.58379,0.00883,0.00305567,0.00101856,0.00305567,0.00101856,0.00305567,0.00101856,0.00305567,0.00101856
90,33920.2,0.51579,0.1659,0.00547,0.67187,0.65811,0.69272,0.62801,0.52424,1.58994,0.00878,0.00274948,0.000916495,0.00274948,0.000916495,0.00274948,0.000916495,0.00274948,0.000916495
91,34272,0.51166,0.16227,0.00536,0.71451,0.62319,0.68973,0.6261,0.52348,1.59605,0.00876,0.0024433,0.000814433,0.0024433,0.000814433,0.0024433,0.000814433,0.0024433,0.000814433
92,34622.9,0.50776,0.16279,0.00535,0.67171,0.65243,0.68821,0.62437,0.5236,1.60026,0.00878,0.00213711,0.000712371,0.00213711,0.000712371,0.00213711,0.000712371,0.00213711,0.000712371
93,34974.7,0.49964,0.15933,0.00521,0.66296,0.65464,0.68629,0.62263,0.5234,1.61195,0.00876,0.00183093,0.000610309,0.00183093,0.000610309,0.00183093,0.000610309,0.00183093,0.000610309
94,35325,0.49843,0.15929,0.00522,0.70497,0.62626,0.68796,0.62484,0.52323,1.60905,0.00876,0.00152474,0.000508247,0.00152474,0.000508247,0.00152474,0.000508247,0.00152474,0.000508247
95,35676,0.49251,0.1554,0.00514,0.70184,0.62881,0.68849,0.62502,0.52275,1.6144,0.00874,0.00121856,0.000406186,0.00121856,0.000406186,0.00121856,0.000406186,0.00121856,0.000406186
96,36026.5,0.486,0.15444,0.0051,0.70798,0.62643,0.68771,0.62455,0.52259,1.62776,0.00872,0.000912371,0.000304124,0.000912371,0.000304124,0.000912371,0.000304124,0.000912371,0.000304124
97,36377.7,0.48681,0.15456,0.00508,0.67223,0.64315,0.68532,0.62199,0.5223,1.63082,0.00871,0.000606186,0.000202062,0.000606186,0.000202062,0.000606186,0.000202062,0.000606186,0.000202062
